sample_id,gallery_view,rule,weighted_activation,original_predicted_id,original_score,intervened_score,score_drop,decision_flip,scope
s006_v000_1,90,R1,0.6378028988838196,007,0.6310786604881287,0.14897604286670685,0.4821026176214218,1,synthetic_pipeline_validation
s006_v000_1,90,R2,0.5232802629470825,007,0.6310786604881287,0.9296464323997498,-0.2985677719116211,0,synthetic_pipeline_validation
s006_v000_1,90,R3,0.00249296217225492,007,0.6310786604881287,0.6311750411987305,-9.638071060180664e-05,0,synthetic_pipeline_validation
s006_v000_1,90,R4,0.0164091344922781,007,0.6310786604881287,0.632572591304779,-0.0014939308166503906,0,synthetic_pipeline_validation
s006_v000_1,90,R5,0.05337369814515114,007,0.6310786604881287,0.628882110118866,0.0021965503692626953,0,synthetic_pipeline_validation
s006_v000_1,90,R6,0.020000357180833817,007,0.6310786604881287,0.6295722126960754,0.0015064477920532227,0,synthetic_pipeline_validation
s006_v000_1,90,R7,0.0164091344922781,007,0.6310786604881287,0.6304978728294373,0.0005807876586914062,0,synthetic_pipeline_validation
s006_v000_1,90,R8,0.0009219117346219718,007,0.6310786604881287,0.6310813426971436,-2.682209014892578e-06,0,synthetic_pipeline_validation
s006_v090_1,0,R1,0.5894635915756226,007,0.6115362644195557,0.5242769122123718,0.08725935220718384,0,synthetic_pipeline_validation
s006_v090_1,0,R2,0.07721759378910065,007,0.6115362644195557,0.6259962916374207,-0.01446002721786499,0,synthetic_pipeline_validation
s006_v090_1,0,R3,0.0012585942167788744,007,0.6115362644195557,0.611528754234314,7.510185241699219e-06,0,synthetic_pipeline_validation
s006_v090_1,0,R4,0.0024214056320488453,007,0.6115362644195557,0.6114972829818726,3.898143768310547e-05,0,synthetic_pipeline_validation
s006_v090_1,0,R5,0.024903926998376846,007,0.6115362644195557,0.6112076640129089,0.0003286004066467285,0,synthetic_pipeline_validation
s006_v090_1,0,R6,0.01848452351987362,007,0.6115362644195557,0.6107149124145508,0.0008213520050048828,0,synthetic_pipeline_validation
s006_v090_1,0,R7,0.0024214056320488453,007,0.6115362644195557,0.6114460825920105,9.018182754516602e-05,0,synthetic_pipeline_validation
s006_v090_1,0,R8,6.347632734104991e-05,007,0.6115362644195557,0.6115362644195557,0.0,0,synthetic_pipeline_validation
s007_v000_1,90,R1,0.19100558757781982,006,0.8921338319778442,0.9377967715263367,-0.04566293954849243,0,synthetic_pipeline_validation
s007_v000_1,90,R2,0.8909005522727966,006,0.8921338319778442,0.26098912954330444,0.6311447024345398,1,synthetic_pipeline_validation
s007_v000_1,90,R3,0.008730445057153702,006,0.8921338319778442,0.8918973207473755,0.00023651123046875,0,synthetic_pipeline_validation
s007_v000_1,90,R4,0.2610902786254883,006,0.8921338319778442,0.8874650597572327,0.004668772220611572,0,synthetic_pipeline_validation
s007_v000_1,90,R5,0.005989593919366598,006,0.8921338319778442,0.8921738862991333,-4.00543212890625e-05,0,synthetic_pipeline_validation
s007_v000_1,90,R6,0.05597672984004021,006,0.8921338319778442,0.8939905166625977,-0.001856684684753418,0,synthetic_pipeline_validation
s007_v000_1,90,R7,0.2610902786254883,006,0.8921338319778442,0.9021077752113342,-0.00997394323348999,0,synthetic_pipeline_validation
s007_v000_1,90,R8,0.0016461312770843506,006,0.8921338319778442,0.892156720161438,-2.288818359375e-05,0,synthetic_pipeline_validation
s007_v090_1,0,R1,0.6225318908691406,006,0.5029969215393066,0.5855801105499268,-0.08258318901062012,0,synthetic_pipeline_validation
s007_v090_1,0,R2,0.8477345108985901,006,0.5029969215393066,0.3562964200973511,0.14670050144195557,1,synthetic_pipeline_validation
s007_v090_1,0,R3,0.021486343815922737,006,0.5029969215393066,0.5029599070549011,3.701448440551758e-05,0,synthetic_pipeline_validation
s007_v090_1,0,R4,0.2873014509677887,006,0.5029969215393066,0.5071663856506348,-0.004169464111328125,0,synthetic_pipeline_validation
s007_v090_1,0,R5,0.041545361280441284,006,0.5029969215393066,0.5033204555511475,-0.0003235340118408203,0,synthetic_pipeline_validation
s007_v090_1,0,R6,0.2109791785478592,006,0.5029969215393066,0.5114144682884216,-0.00841754674911499,0,synthetic_pipeline_validation
s007_v090_1,0,R7,0.2873014509677887,006,0.5029969215393066,0.5146514177322388,-0.011654496192932129,0,synthetic_pipeline_validation
s007_v090_1,0,R8,0.01256425492465496,006,0.5029969215393066,0.5030547976493835,-5.78761100769043e-05,0,synthetic_pipeline_validation
