sample_id,gallery_view,method,rule,attribution
s006_v000_1,90,rule_removal,R1,0.48038436472415924
s006_v000_1,90,rule_removal,R2,-0.33750689029693604
s006_v000_1,90,rule_removal,R3,-9.28044319152832e-05
s006_v000_1,90,rule_removal,R4,-0.0008143186569213867
s006_v000_1,90,rule_removal,R5,0.004745304584503174
s006_v000_1,90,rule_removal,R6,0.0008348226547241211
s006_v000_1,90,rule_removal,R7,-0.0004792213439941406
s006_v000_1,90,rule_removal,R8,-6.383657455444336e-05
s006_v000_1,90,integrated_gradients,R1,0.5767239928245544
s006_v000_1,90,integrated_gradients,R2,-0.6060415506362915
s006_v000_1,90,integrated_gradients,R3,-0.00010574667248874903
s006_v000_1,90,integrated_gradients,R4,-0.0008922193665057421
s006_v000_1,90,integrated_gradients,R5,0.0049717966467142105
s006_v000_1,90,integrated_gradients,R6,0.0008629827061668038
s006_v000_1,90,integrated_gradients,R7,-0.000637827324680984
s006_v000_1,90,integrated_gradients,R8,-7.145904237404466e-05
s006_v000_1,90,exact_shapley,R1,0.39570546173490584
s006_v000_1,90,exact_shapley,R2,-0.4242426014970988
s006_v000_1,90,exact_shapley,R3,-7.673573047384252e-05
s006_v000_1,90,exact_shapley,R4,-0.000666234902269025
s006_v000_1,90,exact_shapley,R5,0.0038966267686078027
s006_v000_1,90,exact_shapley,R6,0.0007008498040477207
s006_v000_1,90,exact_shapley,R7,-0.000458145575493063
s006_v000_1,90,exact_shapley,R8,-5.3621616650900705e-05
s006_v090_1,0,rule_removal,R1,0.09036904573440552
s006_v090_1,0,rule_removal,R2,-0.017141103744506836
s006_v090_1,0,rule_removal,R3,-4.410743713378906e-06
s006_v090_1,0,rule_removal,R4,5.996227264404297e-05
s006_v090_1,0,rule_removal,R5,0.00013774633407592773
s006_v090_1,0,rule_removal,R6,0.0006770491600036621
s006_v090_1,0,rule_removal,R7,8.779764175415039e-05
s006_v090_1,0,rule_removal,R8,-4.172325134277344e-07
s006_v090_1,0,integrated_gradients,R1,0.08987484127283096
