sample_id,gallery_view,method,rule,attribution
s006_v000_1,90,rule_removal,R1,0.47493602335453033
s006_v000_1,90,rule_removal,R2,-0.310882031917572
s006_v000_1,90,rule_removal,R3,-0.00017577409744262695
s006_v000_1,90,rule_removal,R4,-0.002545595169067383
s006_v000_1,90,rule_removal,R5,0.004854917526245117
s006_v000_1,90,rule_removal,R6,0.002486288547515869
s006_v000_1,90,rule_removal,R7,0.000644981861114502
s006_v000_1,90,rule_removal,R8,-2.110004425048828e-05
s006_v000_1,90,integrated_gradients,R1,0.5525802969932556
s006_v000_1,90,integrated_gradients,R2,-0.5375129580497742
s006_v000_1,90,integrated_gradients,R3,-0.00021074790856800973
s006_v000_1,90,integrated_gradients,R4,-0.0030441870912909508
s006_v000_1,90,integrated_gradients,R5,0.005730917677283287
s006_v000_1,90,integrated_gradients,R6,0.00300740753300488
s006_v000_1,90,integrated_gradients,R7,0.0006971721886657178
s006_v000_1,90,integrated_gradients,R8,-2.128173946402967e-05
s006_v000_1,90,exact_shapley,R1,0.4020164613611996
s006_v000_1,90,exact_shapley,R2,-0.38572766340803355
s006_v000_1,90,exact_shapley,R3,-0.00015821936067084152
s006_v000_1,90,exact_shapley,R4,-0.0023490938810937223
s006_v000_1,90,exact_shapley,R5,0.0045415911993131886
s006_v000_1,90,exact_shapley,R6,0.0023686430240559275
s006_v000_1,90,exact_shapley,R7,0.0005452948409185865
s006_v000_1,90,exact_shapley,R8,-1.4243630030108534e-05
s006_v090_1,0,rule_removal,R1,0.08561259508132935
s006_v090_1,0,rule_removal,R2,-0.015230119228363037
s006_v090_1,0,rule_removal,R3,-2.288818359375e-05
s006_v090_1,0,rule_removal,R4,2.0802021026611328e-05
s006_v090_1,0,rule_removal,R5,0.0002759099006652832
s006_v090_1,0,rule_removal,R6,0.0009219050407409668
s006_v090_1,0,rule_removal,R7,0.00010949373245239258
s006_v090_1,0,rule_removal,R8,-1.1324882507324219e-06
s006_v090_1,0,integrated_gradients,R1,0.08491626381874084
s006_v090_1,0,integrated_gradients,R2,-0.017068713903427124
s006_v090_1,0,integrated_gradients,R3,-2.462282463966403e-05
s006_v090_1,0,integrated_gradients,R4,1.8789547539199702e-05
s006_v090_1,0,integrated_gradients,R5,0.00038058290374465287
s006_v090_1,0,integrated_gradients,R6,0.0011113604996353388
s006_v090_1,0,integrated_gradients,R7,0.00012149270332884043
s006_v090_1,0,integrated_gradients,R8,-9.280143444811983e-07
s006_v090_1,0,exact_shapley,R1,0.08452677412424237
s006_v090_1,0,exact_shapley,R2,-0.016669166838255478
s006_v090_1,0,exact_shapley,R3,-2.3351042464980765e-05
s006_v090_1,0,exact_shapley,R4,1.8967262612079594e-05
s006_v090_1,0,exact_shapley,R5,0.00038901319976503146
s006_v090_1,0,exact_shapley,R6,0.0010936732269328786
s006_v090_1,0,exact_shapley,R7,0.0001211022357949787
s006_v090_1,0,exact_shapley,R8,-9.103190578008125e-07
s007_v000_1,90,rule_removal,R1,-0.04194676876068115
s007_v000_1,90,rule_removal,R2,0.6286156177520752
s007_v000_1,90,rule_removal,R3,0.00010484457015991211
s007_v000_1,90,rule_removal,R4,0.01068657636642456
s007_v000_1,90,rule_removal,R5,-0.0002327561378479004
s007_v000_1,90,rule_removal,R6,-0.003043651580810547
s007_v000_1,90,rule_removal,R7,-0.005595088005065918
s007_v000_1,90,rule_removal,R8,-1.4007091522216797e-05
s007_v000_1,90,integrated_gradients,R1,-0.1308242827653885
s007_v000_1,90,integrated_gradients,R2,0.62001633644104
s007_v000_1,90,integrated_gradients,R3,0.0004188926250208169
s007_v000_1,90,integrated_gradients,R4,0.03163542598485947
s007_v000_1,90,integrated_gradients,R5,-0.000558677944354713
s007_v000_1,90,integrated_gradients,R6,-0.0070688072592020035
s007_v000_1,90,integrated_gradients,R7,-0.012976354919373989
s007_v000_1,90,integrated_gradients,R8,5.58839481357154e-08
s007_v000_1,90,exact_shapley,R1,-0.10386610940622631
s007_v000_1,90,exact_shapley,R2,0.5853878539055586
s007_v000_1,90,exact_shapley,R3,0.0004280060942534192
s007_v000_1,90,exact_shapley,R4,0.030700982424605172
s007_v000_1,90,exact_shapley,R5,-0.00043257415279640554
s007_v000_1,90,exact_shapley,R6,-0.0056503785353925196
s007_v000_1,90,exact_shapley,R7,-0.005865656927880991
s007_v000_1,90,exact_shapley,R8,9.982891214121992e-06
s007_v090_1,0,rule_removal,R1,-0.08007526397705078
s007_v090_1,0,rule_removal,R2,0.15029001235961914
s007_v090_1,0,rule_removal,R3,0.0002257823944091797
s007_v090_1,0,rule_removal,R4,-0.0013902783393859863
s007_v090_1,0,rule_removal,R5,-0.0006551146507263184
s007_v090_1,0,rule_removal,R6,-0.010001301765441895
s007_v090_1,0,rule_removal,R7,-0.011082708835601807
s007_v090_1,0,rule_removal,R8,7.462501525878906e-05
s007_v090_1,0,integrated_gradients,R1,-0.09330994635820389
s007_v090_1,0,integrated_gradients,R2,0.16875803470611572
s007_v090_1,0,integrated_gradients,R3,0.0003199840139131993
s007_v090_1,0,integrated_gradients,R4,-0.0013970767613500357
s007_v090_1,0,integrated_gradients,R5,-0.0007889982662163675
s007_v090_1,0,integrated_gradients,R6,-0.012280005030333996
s007_v090_1,0,integrated_gradients,R7,-0.013708249665796757
s007_v090_1,0,integrated_gradients,R8,0.0001150985699496232
s007_v090_1,0,exact_shapley,R1,-0.08265081647550687
s007_v090_1,0,exact_shapley,R2,0.15478311816696078
s007_v090_1,0,exact_shapley,R3,0.00029582246980908167
s007_v090_1,0,exact_shapley,R4,-0.001185927318317681
s007_v090_1,0,exact_shapley,R5,-0.0006851400034975086
s007_v090_1,0,exact_shapley,R6,-0.011082340217399178
s007_v090_1,0,exact_shapley,R7,-0.011864850977872266
s007_v090_1,0,exact_shapley,R8,0.00010478645739997461
