sample_id,gallery_view,rule,weighted_activation,original_predicted_id,original_score,intervened_score,score_drop,decision_flip,scope
s006_v000_1,90,R1,0.6378028988838196,007,0.6208306550979614,0.1458946317434311,0.47493602335453033,1,synthetic_pipeline_validation
s006_v000_1,90,R2,0.5232802629470825,007,0.6208306550979614,0.9317126870155334,-0.310882031917572,0,synthetic_pipeline_validation
s006_v000_1,90,R3,0.00249296217225492,007,0.6208306550979614,0.621006429195404,-0.00017577409744262695,0,synthetic_pipeline_validation
s006_v000_1,90,R4,0.0164091344922781,007,0.6208306550979614,0.6233762502670288,-0.002545595169067383,0,synthetic_pipeline_validation
s006_v000_1,90,R5,0.05337369814515114,007,0.6208306550979614,0.6159757375717163,0.004854917526245117,0,synthetic_pipeline_validation
s006_v000_1,90,R6,0.020000357180833817,007,0.6208306550979614,0.6183443665504456,0.002486288547515869,0,synthetic_pipeline_validation
s006_v000_1,90,R7,0.0164091344922781,007,0.6208306550979614,0.6201856732368469,0.000644981861114502,0,synthetic_pipeline_validation
s006_v000_1,90,R8,0.0009219117346219718,007,0.6208306550979614,0.6208517551422119,-2.110004425048828e-05,0,synthetic_pipeline_validation
s006_v090_1,0,R1,0.5894635915756226,007,0.6126890182495117,0.5270764231681824,0.08561259508132935,0,synthetic_pipeline_validation
s006_v090_1,0,R2,0.07721759378910065,007,0.6126890182495117,0.6279191374778748,-0.015230119228363037,0,synthetic_pipeline_validation
s006_v090_1,0,R3,0.0012585942167788744,007,0.6126890182495117,0.6127119064331055,-2.288818359375e-05,0,synthetic_pipeline_validation
s006_v090_1,0,R4,0.0024214056320488453,007,0.6126890182495117,0.6126682162284851,2.0802021026611328e-05,0,synthetic_pipeline_validation
s006_v090_1,0,R5,0.024903926998376846,007,0.6126890182495117,0.6124131083488464,0.0002759099006652832,0,synthetic_pipeline_validation
s006_v090_1,0,R6,0.01848452351987362,007,0.6126890182495117,0.6117671132087708,0.0009219050407409668,0,synthetic_pipeline_validation
s006_v090_1,0,R7,0.0024214056320488453,007,0.6126890182495117,0.6125795245170593,0.00010949373245239258,0,synthetic_pipeline_validation
s006_v090_1,0,R8,6.347632734104991e-05,007,0.6126890182495117,0.6126901507377625,-1.1324882507324219e-06,0,synthetic_pipeline_validation
s007_v000_1,90,R1,0.19100558757781982,006,0.9010646343231201,0.9430114030838013,-0.04194676876068115,0,synthetic_pipeline_validation
s007_v000_1,90,R2,0.8909005522727966,006,0.9010646343231201,0.2724490165710449,0.6286156177520752,1,synthetic_pipeline_validation
s007_v000_1,90,R3,0.008730445057153702,006,0.9010646343231201,0.9009597897529602,0.00010484457015991211,0,synthetic_pipeline_validation
s007_v000_1,90,R4,0.2610902786254883,006,0.9010646343231201,0.8903780579566956,0.01068657636642456,0,synthetic_pipeline_validation
s007_v000_1,90,R5,0.005989593919366598,006,0.9010646343231201,0.901297390460968,-0.0002327561378479004,0,synthetic_pipeline_validation
s007_v000_1,90,R6,0.05597672984004021,006,0.9010646343231201,0.9041082859039307,-0.003043651580810547,0,synthetic_pipeline_validation
s007_v000_1,90,R7,0.2610902786254883,006,0.9010646343231201,0.906659722328186,-0.005595088005065918,0,synthetic_pipeline_validation
s007_v000_1,90,R8,0.0016461312770843506,006,0.9010646343231201,0.9010786414146423,-1.4007091522216797e-05,0,synthetic_pipeline_validation
s007_v090_1,0,R1,0.6225318908691406,006,0.5044828653335571,0.5845581293106079,-0.08007526397705078,0,synthetic_pipeline_validation
s007_v090_1,0,R2,0.8477345108985901,006,0.5044828653335571,0.354192852973938,0.15029001235961914,1,synthetic_pipeline_validation
s007_v090_1,0,R3,0.021486343815922737,006,0.5044828653335571,0.504257082939148,0.0002257823944091797,0,synthetic_pipeline_validation
s007_v090_1,0,R4,0.2873014509677887,006,0.5044828653335571,0.5058731436729431,-0.0013902783393859863,0,synthetic_pipeline_validation
s007_v090_1,0,R5,0.041545361280441284,006,0.5044828653335571,0.5051379799842834,-0.0006551146507263184,0,synthetic_pipeline_validation
s007_v090_1,0,R6,0.2109791785478592,006,0.5044828653335571,0.514484167098999,-0.010001301765441895,0,synthetic_pipeline_validation
s007_v090_1,0,R7,0.2873014509677887,006,0.5044828653335571,0.5155655741691589,-0.011082708835601807,0,synthetic_pipeline_validation
s007_v090_1,0,R8,0.01256425492465496,006,0.5044828653335571,0.5044082403182983,7.462501525878906e-05,0,synthetic_pipeline_validation
